Stále pripútaná vypila kávu z nakloneného hrnčeka.	Still handcuffed, she drank the coffee he tilted from the mug.	0.246667
Trvalo hodiny, kým sa dostatočne upokojila, aby mohla rozmýšľať a načúvať.	Hours passed before she calmed down to think and listen.	0.19375
Dýchala pokojnejšie.	Her breathing steadied.	0.27
Počúvala, ako sa vo vedľajšej miestnosti zatrepotala záclona.	She heard the curtain flapping in the next room.	0.197561
Nechal otvorené okno.	He’d left the window open.	0.255
V tom zmätku zhodila perinu na zem. ~~~ Až teraz si uvedomila, že je nahá.	The duvet had fallen on the floor in all the fuss and she was naked.	-0.0136364
Nedočiahla na ňu.	She couldn’t reach it.	0.225
Chlad prenikal dnu a postupne zaplnil všetky miestnosti.	Cold was moving in, spilling into the house, filling up the rooms.	0.264
Zachvela sa.	She shivered.	0.275
Ťahá tu, uvedomila si.	Cold air falls, she thought.	0.225
Nakoniec triaška prestala.	Eventually the shivering stopped.	0.228
Postupne jej znecitlivelo celé telo, predstavila si, ako sa jej krv v žilách spomaľuje a srdce zmenšuje.	Chronic numbness spread through her; she imagined the blood slowing in her veins, her heart shrinking.	0.296591
Mačka vyskočila, pristála na posteli a prikrádala sa k matracu.	The cat sprang up and landed on the bed, prowled the mattress.	0.282692
Utíchajúci hnev sa zmenil na strach.	Her dulled rage changed to terror.	0.28
Aj ten ju prešiel.	That too passed.	0.28
Záclona vo vedľajšej miestnosti intenzívnejšie plieskala do steny, pretože sa dvíhal vietor.	The curtain in the next room slapped the wall faster now: the wind was rising.	0.221538
Myslela na neho a necítila vôbec nič.	She thought of him and felt nothing.	0.290323
Myslela na deti a manžela.	She thought about her husband and her children.	0.0652174
Asi ju už nikdy nenájdu.	They might never find her.	0.271429
Nikdy neuvidia.	She might never see them again.	0.06
Už je to jedno.	It didn’t matter.	0.230769
V prítmí videla paru vychádzajúcu z úst. ~~~ Cítila chlad, ktorý ju obklopoval.	She could see her own breath in the gloom, feel the cold closing over her head.	-0.00461538
Dopadali na ňu posledné studené lúče pomaly zapadajúceho slnka.	It began to dawn on her, a cold, slow sun bleaching the east.	0.264
Zdá sa jej, alebo naozaj za oknom padá sneh? ~~~ Na stolíku vedľa postele stáli hodiny.	Was it her imagination or was that snow falling beyond the window panes?	-0.0270492
Pozerala sa, ako sa na nich menia červené čísla.	She watched the clock on his bedside table, the red numbers changing.	0.168293
Mačka s očami čiernymi ako noc ju pozorovala.	The cat was watching her, his eyes dark as apple seeds.	0.246154
Myslela na Antarktídu, na sneh, ľad a telá mŕtvych bádateľov.	She thought of Antarctica, the snow and ice and the bodies of dead explorers.	0.232075
Premýšľala o pekle a potom o večnosti.	Then she thought of Hell, and then eternity.	0.254545
Tínedžerské mozgy.	Teenage Brains.	0.24
Krásne mozgy.	Beautiful Brains.	0.207692
Náladoví.	Moody.	0.171429
Impulzívni.	Impulsive.	0.272727
Blázniví.	Maddening.	0.27
Prečo sa tínedžeri správajú tak, ako sa správajú?	Why do teenagers act the way they do?	0.183871
Ich provokatívne povahové rysy sú z pohľadu evolúcie kľúčom k úspechu v dospelosti.	Viewed through the eyes of evolution, their most exasperating traits may be the key to success as adults.	0.229167
Aj keď viete, že sa váš tínedžer vystavuje istým rizikám, dozvedieť sa o nich môže byť šokujúce.	Although you know your teenager takes some chances, it can be a shock to hear about them.	0.271622
Jedno príjemné májové ráno mi zavolal môj najstarší - vtedy 17 ročný - syn a oznámil mi, že práve strávil niekoľko hodín na polícii.	One fine May morning not long ago my oldest son, 17 at the time, phoned to tell me that he had just spent a couple hours at the state police barracks.	1.71
Povedal, že jazdil trochu rýchlo.	Apparently he had been driving a little fast.	0.21
Spýtal som sa, čo znamená trochu rýchlo.	What, I asked, was a little fast?	0.225
Ukázalo sa, že tento produkt mojich génov a láskyplnej starostlivosti, chlapec, ktorého som prebaľoval, rozmaznával, s ktorým som sa mojkal a potom ho dotlačil a dotiahol až po hranicu medzi chlapcom a mužom, letel po diaľnici rýchlosťou 182 km/h.	Turns out this product of my genes and loving care, the boy-man I had swaddled, coddled, cooed at, and then pushed and pulled to the brink of manhood, had been flying down the highway at 113 miles an hour.	0.225
To je viac ako trochu rýchlo, povedal som.	That's more than a little fast, I said.	0.272727
Súhlasil.	He agreed.	0.3
Vlastne vyzeral pochmúrne a kajúcne.	In fact, he sounded somber and contrite.	0.281818
Nenamietal, keď som mu povedal, že bude musieť zaplatiť pokuty a pravdepodobne aj právnika.	He did not object when I told him he'd have to pay the fines and probably for a lawyer.	0.461429
Ani sa so mnou nehádal, keď som poznamenal, že keby bol na ceste pes, keby si kýchol, alebo by pri takej rýchlosti dostal defekt, umrel by.	He did not argue when I pointed out that if anything happens at that speed—a dog in the road, a blown tire, a sneeze—he dies.	0.261765
V skutočnosti ma jeho rozumnosť takmer znervózňovala.	He was in fact almost irritatingly reasonable.	0.24878
Dokonca súhlasil aj s činom policajta, keď ho zastavil, lebo, ako sám povedal, Nemôžeme sa všetci hnať po cestách takmer dvestovkou.	He even proffered that the cop did the right thing in stopping him, for, as he put it, We can't all go around doing 113.	0.250515
Mal však námietky voči jednej veci.	He did, however, object to one thing.	0.290323
Nepáčilo sa mu, že jedno z predvolaní, ktoré dostal, bolo za bezohľadnú jazdu.	He didn't like it that one of the several citations he received was for reckless driving.	0.264179
Nuž, hromžil som, cítiac príležitosť konečne naňho kričať, ako by si to teda nazval?	Well, I huffed, sensing an opportunity to finally yell at him, what would you call it?	0.5
Jednoducho to nie je presné, povedal pokojne.	It's just not accurate, he said calmly.	0.247059
Bezohľadne znie, akoby si nedával pozor.	Reckless' sounds like you're not paying attention.	0.225
Lenže ja som dával.	But I was.	0.0333333
Urobil som to úmyselne na prázdnom úseku suchej cesty, za jasného denného svetla, s dobrým rozhľadom a nulovou premávkou.	I made a deliberate point of doing this on an empty stretch of dry interstate, in broad daylight, with good sight lines and no traffic.	0.426923
Chcem povedať: vedel som, čo robím.	I mean, I wasn't just gunning the thing.	0.270968
Riadil som.	I was driving.	0.245455
Myslím si, že to je to, čo som chcel, aby si vedel.	I guess that's what I want you to know.	0.515625
Naozaj som bol sústredený, ak sa vďaka tomu budeš cítiť lepšie.	If it makes you feel any better, I was really focused.	0.24
Skutočne som sa cítil lepšie.	Actually, it did make me feel better.	0.230769
Nechápal som však prečo a to ma trápilo.	That bothered me, for I didn't understand why.	0.247059
Teraz už tomu rozumiem.	Now I do.	-0.1875
Dobrodružstvo môjho syna vyvolalo otázku, ktorá už dlho trápi ľudí zamýšľajúcich sa nad tínedžermi:	My son's high-speed adventure raised the question long asked by people who have pondered the class of humans we call teenagers:	0.227586
Čo to preboha robil?	What on Earth was he doing?	0.216667
Rodičia túto vetu často pestro parafrázujú.	Parents often phrase this question more colorfully.	0.246154
Aj to je však len ďalší spôsob žasnutia, čo sa s tými deťmi deje?	But even that is just another way of wondering, what is wrong with these kids?	0.232075
Prečo sa takto správajú?	Why do they act this way?	0.285714
Táto otázka je už sama o sebe rozsudkom.	The question passes judgment even as it inquires.	0.220588
V priebehu rokov sa často uvádzalo, že tínedžerov ovplyvňujú temné sily.	Through the ages, most answers have cited dark forces that uniquely affect the teen.	0.257143
Aristoteles prišiel pred viac než 2 300 rokmi na to, že mladých ľudí poháňa príroda rovnako ako opitých ľudí víno.	Aristotle concluded more than 2,300 years ago that the young are heated by Nature as drunken men by wine.	0.272727
Pastier v Shakespearovej Zimnej rozprávke hovorí, že vek od desiatich do dvadsiatich troch rokov by vôbec nemal byť, alebo by ho mali mládenci celý prespať. ~~~ Nerobia v tom veku nič iné, len dievčatám deti, starším ľuďom prieky, kradnú a bijú sa.	A shepherd in William Shakespeare's The Winter's Tale wishes there were no age between ten and three-and-twenty, or that youth would sleep out the rest; for there is nothing in the between but getting wenches with child, wronging the ancientry, stealing, fighting.	-0.0123188
Jeho nárek v sebe nesie aj väčšinu moderných vedeckých otázok.	His lament colors most modern scientific inquiries as well.	0.288462
G. Stanley Hall, ktorý vo svojom diele z roku 1904 Dospievanie: Jeho psychológia a vzťahy k fyziológii, antropológii, sociológii, sexu, kriminalite, náboženstvu a vzdelávaniu (z angl. Adolescence: Its Psychology and Its Relations to Physiology, Anthropology, Sociology, Sex, Crime, Religion and Education) sformoval štúdie o adolescencii veril, že toto obdobie búrky a vzdoru kopírovalo skoršie, menej civilizované štádiá ľudského vývoja.	G. Stanley Hall, who formalized adolescent studies with his 1904 Adolescence: Its Psychology and Its Relations to Physiology, Anthropology, Sociology, Sex, Crime, Religion and Education, believed this period of storm and stress replicated earlier, less civilized stages of human development.	2.197
Freud videl dospievanie ako vyjadrenie mučivého psychosexuálneho konfliktu; Erik Erikson, zas ako najbúrlivejšiu zo všetkých kríz identity v živote.	Freud saw adolescence as an expression of torturous psychosexual conflict; Erik Erikson, as the most tumultuous of life's several identity crises.	0.890551
Dospievanie: samé problémy.	Adolescence: always a problem.	0.276923
Takéto zmýšľanie pretrvávalo až do konca dvadsiateho storočia, kedy vedci vyvinuli zobrazovaciu metódu, ktorá im umožnila pozrieť sa na dospievajúci mozog dostatočne detailne na to, aby mohli sledovať jeho fyzický vývoj ako aj jeho vzory aktivity.	Such thinking carried into the late 20th century, when researchers developed brain-imaging technology that enabled them to see the teen brain in enough detail to track both its physical development and its patterns of activity.	0.270619
Tieto zobrazovacie metódy poskytli nový pohľad na otázku, Čo sa s tými deťmi deje? a odhalili odpoveď, ktorá prekvapila takmer každého.	These imaging tools offered a new way to ask the same question—What's wrong with these kids? —and revealed an answer that surprised almost everyone.	0.410502
Ukázalo sa, že naše mozgy sa vyvíjajú omnoho dlhšie, ako sme si mysleli.	Our brains, it turned out, take much longer to develop than we had thought.	0.290164
Tento objav ponúka zjednodušené, neprikrášlené, ako aj komplexnejšie, kladné vysvetlenie bláznivého správania tínedžerov.	This revelation suggested both a simplistic, unflattering explanation for teens' maddening behavior—and a more complex, affirmative explanation as well.	0.231818
Prvé komplexné série snímok dospievajúceho mozgu vo vývoji sú výsledkom projektu Národného inštitútu zdravia (NIH) skúmali viac než sto mladých ľudí vyrastajúcich v 90.-tych rokoch. Snímky ukázali, že naše mozgy sa medzi 12.-tym a 25.-tym rokom života podrobujú značnej reorganizácii.	The first full series of scans of the developing adolescent brain—a National Institutes of Health (NIH) project that studied over a hundred young people as they grew up during the 1990s—showed that our brains undergo a massive reorganization between our 12th and 25th years.	0.428238
Mozog vlastne počas tohto obdobia veľmi nerastie.	The brain doesn't actually grow very much during this period.	0.238636
Už do šiesteho roku života dosiahne 90 % svojej veľkosti a neskoršie zväčšovanie hlavy predstavuje prevažne hrubnutie lebky.	It has already reached 90 percent of its full size by the time a person is six, and a thickening skull accounts for most head growth afterward.	2.16696
Počas dospievania prechádza náš mozog rozsiahlou premenou pripomínajúcu zdokonalenie siete a vedomia.	But as we move through adolescence, the brain undergoes extensive remodeling, resembling a network and wiring upgrade.	0.491209
Laicky povedané, axóny (dlhé nervové vlákna, pomocou ktorých neuróny posielajú signály iným neurónom) sa viac a viac izolujú tukovou hmotou nazývanou myelín (biela hmota mozgu), ktorá časom zvyšuje prenosovú rýchlosť axónov až stonásobne.	For starters, the brain's axons—the long nerve fibers that neurons use to send signals to other neurons—become gradually more insulated with a fatty substance called myelin (the brain's white matter), eventually boosting the axons' transmission speed up to a hundred times.	0.349105
Medzitým sa dendrity (bohato rozvetvené výbežky, pomocou ktorých neuróny prijímajú signály od okolitých axónov) stávajú komplexnejšími a najpoužívanejšie synapsie (malé chemické križovatky), cez ktoré si axóny a dendrity predávajú vzruchy, sa stávajú bohatšími a silnejšími.	Meanwhile, dendrites, the branchlike extensions that neurons use to receive signals from nearby axons, grow twiggier, and the most heavily used synapses—the little chemical junctures across which axons and dendrites pass notes—grow richer and stronger.	0.269863
V rovnakom čase začínajú zriedkakedy používané synapsie odumierať.	At the same time, synapses that see little use begin to wither.	0.260377
Synaptické prerezávanie, ako sa tento proces nazýva, spôsobuje, že sa kortex (vonkajšia vrstva sivej hmoty, kde sa odohráva väčšina nášho vedomého a zložitého myslenia) stáva tenším, ale výkonnejším.	This synaptic pruning, as it is called, causes the brain's cortex—the outer layer of gray matter where we do much of our conscious and complicated thinking—to become thinner but more efficient.	0.283537
Dohromady robia tieto zmeny celý mozog omnoho rýchlejším a sofistikovanejším orgánom.	Taken together, these changes make the entire brain a much faster and more sophisticated organ.	0.526316
Ľudia sa kedysi domnievali, že proces dozrievania je prevažne ukončený už počas základnej školy, lenže on pokračuje aj počas dospievania.	This process of maturation, once thought to be largely finished by elementary school, continues throughout adolescence.	0.26
Práca v oblasti zobrazovania mozgu vykonávaná od 90.-tych rokov ukazuje, že tieto fyzické zmeny sa pohybujú v pomalej vlne od zadnej až po prednú časť mozgu, od oblastí v blízkosti mozgového kmeňa, ktoré majú na starosti staršie a viac behaviorálne základné funkcie, ako napr. videnie, pohyb a základné spracovanie, po evolučne novšie a komplikovanejšie oblasti myslenia vpredu.	Imaging work done since the 1990s shows that these physical changes move in a slow wave from the brain's rear to its front, from areas close to the brain stem that look after older and more behaviorally basic functions, such as vision, movement, and fundamental processing, to the evolutionarily newer and more complicated thinking areas up front.	0.319875
Corpus callosum, ktorý spája ľavú a pravú hemisféru mozgu a prenáša impulzy nevyhnutné pre mnoho pokročilých funkcií mozgu, ustavične hrubne.	The corpus callosum, which connects the brain's left and right hemispheres and carries traffic essential to many advanced brain functions, steadily thickens.	0.408711
Silnejšie spojenia sa tiež vyvíjajú medzi hipokampom, ktorý je zodpovedný za pamäť a frontálnymi oblasťami, ktoré stanovujú ciele a zvažujú rozličné agendy. ~~~ Dôsledkom toho sa zlepšujeme v zapájaní pamäte a skúsenosti do našich rozhodnutí.	Stronger links also develop between the hippocampus, a sort of memory directory, and frontal areas that set goals and weigh different agendas; as a result, we get better at integrating memory and experience into our decisions.	0.102885
Frontálne oblasti zároveň vyvíjajú väčšiu rýchlosť a bohatšie spojenia, čo nám umožňuje vytvárať a zvažovať omnoho viac premenných a agend než predtým.	At the same time, the frontal areas develop greater speed and richer connections, allowing us to generate and weigh far more variables and agendas than before.	0.29084
Keď tento vývoj postupuje normálne, stávame sa lepšími vo vyvažovaní podnetov, túžob, cieľov, samoľúbosti, pravidiel, etiky a dokonca altruizmu a vytvárame tak správanie, ktoré je komplexnejšie a niekedy prinajmenšom rozumnejšie.	When this development proceeds normally, we get better at balancing impulse, desire, goals, self-interest, rules, ethics, and even altruism, generating behavior that is more complex and, sometimes at least, more sensible.	0.285938
Ale občas, najmä spočiatku, vykonáva mozog túto činnosť neohrabane.	But at times, and especially at first, the brain does this work clumsily.	0.29
Je totiž ťažké zapracovať novinky do zabehnutého systému.	It's hard to get all those new cogs to mesh.	0.175
Beatriz Lunová, profesorka psychiatrie na vysokej škole University of Pittsburgh, ktorá študuje dospievajúci mozog pomocou neurozobrazovania, použila jednoduchý test, ktorý znázorňuje krivku učenia.	Beatriz Luna, a University of Pittsburgh professor of psychiatry who uses neuroimaging to study the teen brain, used a simple test that illustrates this learning curve.	0.60625
Profesorka Lunová skenovala mozgy detí, tínedžerov a dvadsiatnikov počas plnenia úlohy, ktorej podstatou bolo nekmitať očami. ~~~ Presnejšie ide o druh videohry zameranej iba na oči, kde je vašou úlohou vydržať nepozrieť sa na náhle sa objavujúce svetlo.	Luna scanned the brains of children, teens, and twentysomethings while they performed an antisaccade task, a sort of eyes-only video game where you have to stop yourself from looking at a suddenly appearing light.	-0.0063593
Pozeráte sa na obrazovku, na ktorej červené nitkové kríže uprostred príležitostne zmiznú a svetielko zabliká na inom mieste obrazovky.	You view a screen on which the red crosshairs at the center occasionally disappear just as a light flickers elsewhere on the screen.	0.433784
Vy ste dostali pokyn nedívať sa na svetielko, ale práve naopak, dívať sa opačným smerom.	Your instructions are to not look at the light and instead to look in the opposite direction.	0.288
Senzor odhalí akýkoľvek pohyb oka.	A sensor detects any eye movement.	0.29
Je to ťažká úloha, pretože blikajúce svetlá prirodzene priťahujú našu pozornosť.	It's a tough assignment, since flickering lights naturally draw our attention.	0.291304
Aby ste uspeli, musíte prekonať prirodzený impulz - venovať pozornosť novej informácii, ako aj zvedavosť na niečo zakázané.	To succeed, you must override both a normal impulse to attend to new information and curiosity about something forbidden.	0.291346
Mozgoví nadšenci nazývajú túto reakciu inhibícia.	Brain geeks call this response inhibition.	0.244737
Desaťroční sú pomerne neúspešní, nakoľko zlyhávajú až v 45 % testovacieho času.	Ten-year-olds stink at it, failing about 45 percent of the time.	2.97364
Tínedžerom ide tento test omnoho lepšie.	Teens do much better.	0.0315789
Keď sú motivovaní, môžu vo veku 15-tich rokov skórovať rovnako dobre ako dospelí a odolávať pokušeniu 70 až 80 % času.	In fact, by age 15 they can score as well as adults if they're motivated, resisting temptation about 70 to 80 percent of the time.	0.548485
Tínedžeri mali v porovnaní s dospelými tendenciu menej využívať oblasti mozgu, ktoré monitorujú výkon, všímajú si chyby, plánujú a zostávajú sústredené. ~~~ Zdalo sa, že dospelí tieto oblasti zapájali automaticky.	Compared with adults, teens tended to make less use of brain regions that monitor performance, spot errors, plan, and stay focused— areas the adults seemed to bring online automatically.	-0.0235849
To im umožnilo využiť rozmanitosť ich mozgu a lepšie odolať pokušeniu, zatiaľ čo tínedžeri využívali spomínané oblasti zriedkavejšie a ľahšie podľahli nutkaniu pozrieť sa na blikajúce svetlo, rovnako ako majú tendenciu odvrátiť zrak od cesty a prečítať si SMS.	This let the adults use a variety of brain resources and better resist temptation, while the teens used those areas less often and more readily gave in to the impulse to look at the flickering light—just as they're more likely to look away from the road to read a text message.	0.443274
Ukázalo sa však, že keď bola tínedžerom ponúknutá extra odmena, dokázali primäť výkonné oblasti mozgu k tomu, aby pracovali usilovnejšie, a tým si zlepšiť skóre.	If offered an extra reward, however, teens showed they could push those executive regions to work harder, improving their scores.	0.369884
V dvadsiatke už reagujú ich mozgy na túto úlohu približne rovnako ako mozgy dospelých.	And by age 20, their brains respond to this task much as the adults' do.	0.223729
Profesorka Lunová predpokladá, že zlepšenie nastáva, keď sa výkonná oblasť mozgu stáva efektívnejšou vďaka bohatším sieťam a rýchlejším spojeniam.	Luna suspects the improvement comes as richer networks and faster connections make the executive region more effective.	0.227885
Tieto štúdie nám pomáhajú objasniť, prečo je správanie tínedžerov premenlivejšie ako počasie: pri raňajkách sú očarujúci, pri večeri odporní; v pondelok energickí, v sobotu námesační.	These studies help explain why teens behave with such vexing inconsistency: beguiling at breakfast, disgusting at dinner; masterful on Monday, sleepwalking on Saturday.	0.273469
Popri tom, že im všeobecne chýbajú skúsenosti, sa ešte stále učia používať nové siete v mozgu.	Along with lacking experience generally, they're still learning to use their brain's new networks.	0.2775
Stres, vyčerpanosť alebo problémy môžu spôsobiť zlyhanie.	Stress, fatigue, or challenges can cause a misfire.	0.253333
Abigail Bairdová, psychologička z vysokej školy Vassar College, ktorá sa zaoberá tínedžermi, nazýva toto správanie nervovou nemotornosťou. ~~~ Je to ekvivalent fyzickej nemotornosti, ktorú občas vykazujú tínedžeri počas ovládania svojich rastúcich tiel.	Abigail Baird, a Vassar psychologist who studies teens, calls this neural gawkiness—an equivalent to the physical awkwardness teens sometimes display while mastering their growing bodies.	0.116667
Pomalý a nerovnomerný vývojový oblúk odhalený pri týchto zobrazovacích štúdiách ponúka lákavo stručné vysvetlenie toho, prečo robia tínedžeri hlúposti, akými sú napríklad jazda takmer 200 kilometrovou rýchlosťou, robenie priekov starým ľuďom a robenie detí.	The slow and uneven developmental arc revealed by these imaging studies offers an alluringly pithy explanation for why teens may do stupid things like drive at 113 miles an hour, aggrieve their ancientry, and get people (or get gotten) with child:	0.275481
Správajú sa tak, pretože ich mozgy ešte nie sú vyvinuté.	They act that way because their brains aren't done!	0.272727
Na snímkach sa to dá zreteľne vidieť.	You can see it right there in the scans!	0.290625
Pohľad, ktorý ponúkajú vedecké časopisy a populárne články o mozgoch tínedžerov, prezentuje adolescentov ako rozrobené diela, ktorých nezrelé mozgy vedú k otázke, či sú v stave blízkom mentálnej retardácii.	This view, as titles from the explosion of scientific papers and popular articles about the teen brain put it, presents adolescents as works in progress whose immature brains lead some to question whether they are in a state akin to mental retardation.	0.344693
Tento príbeh však rozpráva o dospievajúcom mozgu inú vedeckú historku.	The story you're reading right now, however, tells a different scientific tale about the teen brain.	0.183871
Vedný odbor venujúci sa štúdiám o dospievajúcom mozgu začal v priebehu posledných piatich rokov premýšľať o niečo komplexnejšie a samostatnejšie a to aj napriek tomu, že sa v našej kultúre rozšírila verzia o rozrobených prácach.	Over the past five years or so, even as the work-in-progress story spread into our culture, the discipline of adolescent brain studies learned to do some more-complex thinking of its own.	0.323497
Niektorí výskumníci sa začali dívať na najnovšie zistenia v oblasti mozgu a genetiky v jasnejšom, lichotivejšom svetle, výrazne ovplyvnenom evolučnou teóriou.	A few researchers began to view recent brain and genetic findings in a brighter, more flattering light, one distinctly colored by evolutionary theory.	0.413108
Z toho vyplývajúci popis dospievajúceho mozgu, nazvime ho príbeh prispôsobivého tínedžera, nepredstavuje tínedžerov ako hrubý náčrt, ale skôr ako nádherne citlivé, vysoko prispôsobivé bytosti, ktoré sú dokonale pripravené opustiť bezpečie domova a vrhnúť sa do komplikovaného okolitého sveta.	The resulting account of the adolescent brain—call it the adaptive-adolescent story—casts the teen less as a rough draft than as an exquisitely sensitive, highly adaptable creature wired almost perfectly for the job of moving from the safety of home into the complicated world outside.	0.360874
S týmto pohľadom sa budú vedieť tínedžeri stotožniť pravdepodobne lepšie.	This view will likely sit better with teens.	0.0868421
Dôležitejšie však je, že tento pohľad je v súlade s najpodstatnejšou teóriou biológie, s teóriou prirodzeného výberu.	More important, it sits better with biology's most fundamental principle, that of natural selection.	0.252273
Prirodzený výber je však peklom pre disfunkčné črty.	Selection is hell on dysfunctional traits.	0.236842
Keď je adolescencia súborom týchto čŕt, pocitu úzkosti, slabomyseľnosti a náhlivosti, výbušnosti, sebectva a bezohľadného tárania, ako potom prešli tieto črty výberom?	If adolescence is essentially a collection of them—angst, idiocy, and haste; impulsiveness, selfishness, and reckless bumbling—then how did those traits survive selection?	0.422272
Nemohli ním prejsť, nie, ak boli najzásadnejšími a najdôležitejšími črtami tohto obdobia.	They couldn't—not if they were the period's most fundamental or consequential features.	0.292208
Odpoveďou je, že tieto nepríjemné črty v skutočnosti adolescenciu necharakterizujú; sú to len črty, ktoré si najviac všímame, pretože nás otravujú, alebo predstavujú pre naše deti nebezpečenstvo.	The answer is that those troublesome traits don't really characterize adolescence; they're just what we notice most because they annoy us or put our children in danger.	0.243357
Ako hovorí B. J. Caseyová, neurovedkyňa na vysokej škole Weill Cornell Medical College, ktorá strávila takmer celé desaťročie snahou vniesť štúdie mozgu a genetiky do nášho chápania adolescencie, Dospievanie zvykneme chápať ako problém.	As B. J. Casey, a neuroscientist at Weill Cornell Medical College who has spent nearly a decade applying brain and genetic studies to our understanding of adolescence, puts it, We're so used to seeing adolescence as a problem.	0.805728
Ale čím viac sa dozvedáme o tom, čo skutočne robí toto obdobie jedinečným, tým viac sa nám dospievanie začína javiť ako vysoko funkčné, dokonca prispôsobivé obdobie.	But the more we learn about what really makes this period unique, the more adolescence starts to seem like a highly functional, even adaptive period.	0.264286
Jednoducho vtedy urobíte to, čo treba.	It's exactly what you'd need to do the things you have to do then.	0.123529
Aby sme tínedžerov nevnímali len ako bláznivých a prihlúplych, ale zahliadli v nich aj prispôsobivých adolescentov, nemali by sme si všímať konkrétne znepokojujúce správanie, akým je jazda skateboardom dolu schodiskom alebo stretávanie sa s pofidérnymi ľuďmi, ale všeobecnejšie črty, ktoré tvoria základ týchto činov.	To see past the distracting, dopey teenager and glimpse the adaptive adolescent within, we should look not at specific, sometimes startling, behaviors, such as skateboarding down stairways or dating fast company, but at the broader traits that underlie those acts.	0.234956
Pozrime sa najprv na lásku tínedžerov k vzrušeniu.	Let's start with the teen's love of the thrill.	0.27
Všetci máme radi nové a vzrušujúce veci, ale nikdy im neprikladáme väčšiu hodnotu ako počas dospievania.	We all like new and exciting things, but we never value them more highly than we do during adolescence.	0.286047
Tu sme narazili na vrchol toho, čo vedci zaoberajúci sa správaním nazývajú vyhľadávanie vzrušenia: hon na nervové vzruchy a dávku neobvyklého alebo nečakaného.	Here we hit a high in what behavioral scientists call sensation seeking: the hunt for the neural buzz, the jolt of the unusual or unexpected.	0.374153
Vyhľadávanie vzrušenia nie je nevyhnutne impulzívne.	Seeking sensation isn't necessarily impulsive.	0.265116
Vzrušujúci zážitok, akým je zoskok voľným pádom alebo rýchla jazda, si môžete cieľavedome naplánovať, ako to urobil môj syn.	You might plan a sensation-seeking experience— a skydive or a fast drive—quite deliberately, as my son did.	0.251087
